Country,Year,Demand MWh per capita,Imports TWh,Emissions mtCO2,Generation TWh,Bioenergy,Coal,Gas,Hydro,Nuclear,Other Fossil,Other Renewables,Solar,Wind,Renewables,Non Renewables,% Renewables,% Non Renewables,Price (EUR/MWhe),Temperature Change ºC
Ireland,2021,6.66,1.59,11.49,31.6,1.0,2.72,15.16,0.75,0.0,2.1,0.0,0.09,9.78,11.62,19.98,36.77215189873417,63.22784810126583,135.79,
Ireland,2022,6.78,0.22,11.64,33.61,1.0,2.47,16.53,0.7,0.0,1.63,0.0,0.09,11.19,12.98,20.63,38.61945849449569,61.38054150550432,206.1275,
Italy,2000,5.5,44.35,136.24,269.15,1.39,26.28,101.36,44.2,0.0,90.64,4.7,0.02,0.56,50.87000000000001,218.28,18.900241501021743,81.09975849897828,,1.216
Italy,2001,5.61,48.38,135.36,271.08,1.83,31.73,104.19,46.81,0.0,80.81,4.51,0.02,1.18,54.35,216.73,20.049431902021546,79.95056809797846,,1.519
Italy,2002,5.73,50.6,145.06,276.76,2.71,35.45,99.41,39.52,0.0,93.59,4.66,0.02,1.4,48.31,228.45000000000002,17.455557161439515,82.5444428385605,,0.915
Italy,2003,5.86,50.97,148.87,285.38,3.37,38.81,117.3,36.67,0.0,82.41,5.34,0.02,1.46,46.86,238.52,16.42021164762773,83.5797883523723,,1.522
Italy,2004,5.88,45.63,149.08,294.83,4.22,45.52,129.84,42.34,0.0,65.59,5.44,0.03,1.85,53.88,240.95000000000002,18.274938099921993,81.72506190007802,,0.752
Italy,2005,5.93,49.15,149.15,295.72,4.67,43.61,149.33,36.07,0.0,54.35,5.32,0.03,2.34,48.43000000000001,247.29,16.376978222643046,83.62302177735697,,0.568
Italy,2006,6.02,44.99,153.63,306.67,5.11,44.21,158.14,36.99,0.0,53.68,5.53,0.04,2.97,50.64,256.03,16.512863990608796,83.4871360093912,,0.854
Italy,2007,6.01,46.28,152.92,307.21,5.26,44.11,172.71,32.82,0.0,42.67,5.57,0.04,4.03,47.72,259.49,15.533348523811075,84.46665147618894,,1.557
Italy,2008,5.95,40.03,149.57,312.5,5.97,43.07,172.77,41.62,0.0,38.5,5.52,0.19,4.86,58.16,254.34,18.6112,81.3888,,1.135
Italy,2009,5.58,44.96,129.87,287.58,7.56,39.74,147.36,49.14,0.0,31.22,5.34,0.68,6.54,69.26,218.32000000000002,24.08373322205995,75.91626677794007,,1.248
Italy,2010,5.72,44.16,131.12,297.91,9.44,39.73,152.81,51.12,0.0,28.39,5.38,1.91,9.13,76.97999999999999,220.93,25.840018797623436,74.15998120237656,,0.774
Italy,2011,5.76,45.73,131.18,299.74,10.83,44.73,144.6,45.82,0.0,27.45,5.65,10.8,9.86,82.96,216.77999999999997,27.67732034429839,72.32267965570159,,1.256
Italy,2012,5.64,43.1,126.9,296.48,12.49,49.14,129.14,41.87,0.0,25.98,5.59,18.86,13.41,92.22,204.25999999999996,31.10496492174851,68.89503507825147,,1.552
Italy,2013,5.46,42.14,111.71,287.07,17.08,45.1,108.91,52.77,0.0,21.06,5.66,21.59,14.9,112.0,175.07,39.01487442087296,60.98512557912704,,1.015
Italy,2014,5.32,43.72,102.45,277.44,18.72,43.45,93.66,58.55,0.0,19.65,5.92,22.31,15.18,120.68,156.76000000000002,43.49769319492503,56.50230680507497,,1.661
Italy,2015,5.43,46.38,109.38,280.95,19.39,43.2,110.88,45.54,0.0,17.98,6.18,22.94,14.84,108.89000000000001,172.05999999999997,38.75778608293292,61.24221391706709,52.37083333333334,1.744
Italy,2016,5.39,37.03,110.21,287.2,19.5,35.61,126.17,42.43,0.0,17.41,6.29,22.1,17.69,108.00999999999999,179.19,37.60793871866295,62.39206128133705,42.656666666666666,1.736
Italy,2017,5.52,37.76,114.0,293.33,19.37,32.63,140.36,36.2,0.0,16.45,6.2,24.38,17.74,103.89,189.44,35.41744792554461,64.58255207445539,53.913333333333334,1.623
Italy,2018,5.53,43.9,104.59,287.39,19.14,28.47,128.56,48.79,0.0,15.95,6.11,22.65,17.72,114.41,172.98,39.81001426632799,60.18998573367201,61.26083333333333,1.843
Italy,2019,5.52,38.14,102.57,291.35,19.55,18.84,141.7,46.32,0.0,14.98,6.07,23.69,20.2,115.83,175.51999999999998,39.75630684743437,60.24369315256565,52.35833333333334,1.679
Italy,2020,5.22,32.2,93.63,278.07,19.62,13.38,133.7,47.55,0.0,14.09,6.03,24.94,18.76,116.9,161.17,42.03977415758622,57.960225842413784,38.9025,
Italy,2021,5.56,42.79,97.6,286.39,19.06,14.02,144.01,45.39,0.0,12.03,5.91,25.04,20.93,116.33000000000001,170.06,40.619435036139535,59.38056496386047,125.02916666666665,
Italy,2022,5.43,42.99,103.65,278.86,18.38,21.19,141.34,29.94,0.0,14.72,5.65,27.73,19.91,101.61,177.25,36.43763895861723,63.562361041382765,303.07166666666666,
Latvia,2000,2.48,1.79,0.75,4.14,0.0,0.0,1.13,2.82,0.0,0.19,0.0,0.0,0.0,2.82,1.3199999999999998,68.11594202898551,31.88405797101449,,2.011
Latvia,2001,2.61,1.88,0.81,4.27,0.0,0.0,1.3,2.83,0.0,0.14,0.0,0.0,0.0,2.83,1.44,66.27634660421546,33.723653395784545,,1.818
Latvia,2002,2.72,2.35,0.83,3.97,0.01,0.0,1.31,2.46,0.0,0.18,0.0,0.0,0.01,2.4799999999999995,1.49,62.46851385390427,37.531486146095716,,1.725
Latvia,2003,2.88,2.63,0.87,3.97,0.02,0.0,1.53,2.27,0.0,0.1,0.0,0.0,0.05,2.34,1.6300000000000001,58.94206549118387,41.057934508816125,,0.252
Latvia,2004,3.0,2.1,0.82,4.69,0.04,0.0,1.43,3.11,0.0,0.06,0.0,0.0,0.05,3.1999999999999997,1.49,68.23027718550107,31.769722814498934,,1.027
Latvia,2005,3.17,2.15,0.83,4.92,0.04,0.0,1.49,3.33,0.0,0.01,0.0,0.0,0.05,3.42,1.5,69.51219512195121,30.48780487804878,,1.353
Latvia,2006,3.36,2.51,1.1,4.89,0.04,0.0,2.1,2.7,0.0,0.0,0.0,0.0,0.05,2.79,2.1,57.05521472392638,42.944785276073624,,1.079
Latvia,2007,3.57,3.0,1.03,4.76,0.04,0.0,1.92,2.73,0.0,0.02,0.0,0.0,0.05,2.82,1.94,59.243697478991606,40.756302521008415,,2.2
Latvia,2008,3.62,2.52,1.09,5.27,0.04,0.0,2.06,3.11,0.0,0.0,0.0,0.0,0.06,3.21,2.06,60.91081593927894,39.08918406072107,,2.394
Latvia,2009,3.4,1.65,1.07,5.57,0.05,0.0,2.01,3.46,0.0,0.0,0.0,0.0,0.05,3.5599999999999996,2.01,63.91382405745063,36.08617594254937,,1.506
Latvia,2010,3.57,0.87,1.57,6.63,0.07,0.0,2.99,3.52,0.0,0.0,0.0,0.0,0.05,3.6399999999999997,2.99,54.90196078431372,45.09803921568628,,0.691
Latvia,2011,3.53,1.24,1.57,6.09,0.12,0.0,3.01,2.89,0.0,0.0,0.0,0.0,0.07,3.08,3.01,50.57471264367817,49.42528735632183,,1.138
Latvia,2012,3.83,1.69,1.17,6.17,0.29,0.0,2.06,3.71,0.0,0.0,0.0,0.0,0.11,4.11,2.06,66.61264181523501,33.387358184764985,,1.396
Latvia,2013,3.72,1.36,1.5,6.2,0.5,0.0,2.67,2.91,0.0,0.0,0.0,0.0,0.12,3.5300000000000002,2.67,56.935483870967744,43.064516129032256,,1.074
Latvia,2014,3.71,2.32,1.35,5.14,0.67,0.0,2.34,1.99,0.0,0.0,0.0,0.0,0.14,2.8000000000000003,2.34,54.47470817120623,45.525291828793776,,2.313
Latvia,2015,3.7,1.82,1.57,5.54,0.77,0.0,2.76,1.86,0.0,0.0,0.0,0.0,0.15,2.78,2.76,50.18050541516244,49.81949458483754,41.829166666666666,2.165
Latvia,2016,3.78,1.03,1.69,6.42,0.82,0.0,2.94,2.53,0.0,0.0,0.0,0.0,0.13,3.4799999999999995,2.94,54.20560747663552,45.79439252336449,36.05833333333333,1.939
Latvia,2017,3.82,-0.06,1.33,7.53,0.93,0.0,2.07,4.38,0.0,0.0,0.0,0.0,0.15,5.46,2.07,72.50996015936255,27.490039840637447,34.7025,1.51
Latvia,2018,3.94,0.91,1.87,6.72,0.94,0.0,3.22,2.43,0.0,0.01,0.0,0.0,0.12,3.49,3.23,51.93452380952381,48.06547619047619,49.859166666666674,2.359
Latvia,2019,3.95,1.12,1.85,6.44,0.93,0.0,3.25,2.11,0.0,0.0,0.0,0.0,0.15,3.19,3.25,49.53416149068323,50.465838509316775,46.2775,2.448
Latvia,2020,3.87,1.63,1.28,5.72,0.86,0.0,2.08,2.6,0.0,0.0,0.0,0.0,0.18,3.64,2.08,63.63636363636365,36.36363636363637,34.034166666666664,
Latvia,2021,4.07,1.77,1.31,5.85,0.86,0.0,2.13,2.71,0.0,0.0,0.0,0.01,0.14,3.7199999999999998,2.13,63.5897435897436,36.410256410256416,88.57833333333333,
Latvia,2022,3.93,2.31,0.92,5.06,0.68,0.0,1.41,2.77,0.0,0.0,0.0,0.01,0.19,3.65,1.41,72.13438735177866,27.865612648221344,225.84416666666667,
Lithuania,2000,2.69,-1.34,1.36,11.03,0.0,0.0,1.62,0.34,8.42,0.65,0.0,0.0,0.0,0.34,10.69,3.0825022665457844,96.91749773345421,,2.015
Lithuania,2001,2.9,-3.96,1.57,14.29,0.0,0.0,1.88,0.33,11.36,0.72,0.0,0.0,0.0,0.33,13.959999999999999,2.3093072078376484,97.69069279216234,,1.794
Lithuania,2002,3.03,-6.49,1.6,17.15,0.0,0.0,2.11,0.35,14.14,0.55,0.0,0.0,0.0,0.35,16.8,2.040816326530612,97.95918367346937,,1.906
Lithuania,2003,3.21,-7.53,1.66,18.66,0.01,0.0,2.52,0.32,15.48,0.33,0.0,0.0,0.0,0.33,18.33,1.7684887459807077,98.2315112540193,,0.176
Lithuania,2004,3.33,-7.19,1.76,18.58,0.01,0.0,2.69,0.42,15.1,0.36,0.0,0.0,0.0,0.43,18.15,2.3143164693218514,97.68568353067815,,0.878
Lithuania,2005,3.34,-2.97,1.89,14.22,0.01,0.0,3.02,0.45,10.34,0.4,0.0,0.0,0.0,0.46,13.76,3.2348804500703237,96.76511954992966,,1.201
Lithuania,2006,3.44,-0.43,1.55,11.87,0.02,0.0,2.46,0.4,8.65,0.33,0.0,0.0,0.01,0.43000000000000005,11.44,3.6225779275484413,96.37742207245155,,0.917
Lithuania,2007,3.62,-1.37,1.61,13.23,0.05,0.0,2.4,0.42,9.83,0.42,0.0,0.0,0.11,0.58,12.65,4.383975812547241,95.61602418745278,,2.191
Lithuania,2008,3.76,-0.96,1.54,13.09,0.07,0.0,2.03,0.4,9.89,0.57,0.0,0.0,0.13,0.6000000000000001,12.49,4.583651642475172,95.41634835752481,,2.216
Lithuania,2009,3.6,-2.93,1.71,14.37,0.1,0.0,2.1,0.42,10.85,0.74,0.0,0.0,0.16,0.68,13.69,4.732080723729994,95.26791927627,,1.379
Lithuania,2010,3.42,5.99,2.06,4.75,0.15,0.0,3.19,0.54,0.0,0.65,0.0,0.0,0.22,0.91,3.84,19.157894736842106,80.84210526315789,,0.748
Lithuania,2011,3.46,6.74,1.52,3.99,0.16,0.0,2.67,0.48,0.0,0.21,0.0,0.0,0.47,1.1099999999999999,2.88,27.819548872180444,72.18045112781954,,0.94
Lithuania,2012,3.57,6.62,1.65,4.3,0.22,0.0,2.88,0.42,0.0,0.24,0.0,0.0,0.54,1.1800000000000002,3.12,27.441860465116285,72.55813953488372,,1.349
Lithuania,2013,3.61,6.95,1.35,3.98,0.36,0.0,2.22,0.52,0.0,0.23,0.0,0.05,0.6,1.53,2.45,38.44221105527638,61.557788944723626,,0.953
Lithuania,2014,3.7,7.62,1.11,3.46,0.4,0.0,1.75,0.4,0.0,0.2,0.0,0.07,0.64,1.5100000000000002,1.95,43.64161849710983,56.358381502890175,,2.217
Lithuania,2015,3.78,7.21,1.33,4.0,0.45,0.0,1.98,0.35,0.0,0.34,0.0,0.07,0.81,1.6800000000000002,2.32,42.00000000000001,57.99999999999999,41.903333333333336,2.092
Lithuania,2016,3.98,8.27,0.83,3.41,0.44,0.0,0.99,0.45,0.0,0.32,0.0,0.07,1.14,2.0999999999999996,1.31,61.58357771260997,38.41642228739004,36.49583333333333,1.951
Lithuania,2017,4.14,8.68,0.58,3.35,0.5,0.0,0.6,0.6,0.0,0.22,0.0,0.07,1.36,2.5300000000000002,0.82,75.52238805970148,24.4776119402985,35.1525,1.557
Lithuania,2018,4.3,9.63,0.45,2.75,0.54,0.0,0.33,0.43,0.0,0.22,0.0,0.09,1.14,2.2,0.55,80.0,20.0,49.9625,2.436
Lithuania,2019,4.38,9.34,0.51,3.14,0.53,0.0,0.52,0.35,0.0,0.15,0.0,0.09,1.5,2.4699999999999998,0.67,78.6624203821656,21.337579617834397,46.123333333333335,2.627
Lithuania,2020,4.41,7.91,1.19,4.53,0.59,0.0,1.7,0.3,0.0,0.26,0.0,0.13,1.55,2.5700000000000003,1.96,56.73289183222959,43.267108167770424,34.02333333333333,
Lithuania,2021,4.74,9.04,1.02,4.17,0.69,0.0,1.22,0.38,0.0,0.33,0.0,0.19,1.36,2.62,1.55,62.82973621103118,37.170263788968825,90.24000000000001,
Lithuania,2022,4.57,8.57,0.81,4.17,0.65,0.0,0.61,0.45,0.0,0.44,0.0,0.43,1.59,3.12,1.05,74.82014388489209,25.179856115107913,229.16583333333332,
Luxembourg,2000,14.03,5.71,0.12,0.4,0.02,0.0,0.21,0.12,0.0,0.03,0.0,0.0,0.02,0.15999999999999998,0.24,39.99999999999999,60.0,,1.646
Luxembourg,2001,14.03,5.32,0.36,0.87,0.03,0.0,0.67,0.12,0.0,0.03,0.0,0.0,0.02,0.16999999999999998,0.7000000000000001,19.540229885057467,80.45977011494253,,1.432
Luxembourg,2002,14.06,3.47,1.31,2.8,0.03,0.0,2.62,0.1,0.0,0.03,0.0,0.0,0.02,0.15,2.65,5.357142857142858,94.64285714285715,,1.389
Luxembourg,2003,14.51,3.76,1.31,2.79,0.03,0.0,2.62,0.08,0.0,0.03,0.0,0.0,0.03,0.14,2.65,5.017921146953406,94.9820788530466,,1.686
Luxembourg,2004,14.72,3.37,1.57,3.37,0.04,0.0,3.15,0.1,0.0,0.03,0.0,0.01,0.04,0.19000000000000003,3.1799999999999997,5.637982195845699,94.3620178041543,,1.01
Luxembourg,2005,14.22,3.26,1.55,3.35,0.05,0.0,3.11,0.09,0.0,0.03,0.0,0.02,0.05,0.21000000000000002,3.1399999999999997,6.2686567164179126,93.7313432835821,,1.124
Luxembourg,2006,15.03,3.56,1.63,3.54,0.06,0.0,3.25,0.11,0.0,0.04,0.0,0.02,0.06,0.24999999999999997,3.29,7.062146892655366,92.93785310734464,,1.351
Luxembourg,2007,14.9,3.96,1.46,3.19,0.06,0.0,2.89,0.12,0.0,0.04,0.0,0.02,0.06,0.26,2.93,8.150470219435736,91.84952978056425,,1.934
Luxembourg,2008,14.47,4.35,1.23,2.72,0.07,0.0,2.4,0.13,0.0,0.04,0.0,0.02,0.06,0.28,2.44,10.294117647058826,89.70588235294117,,1.273
Luxembourg,2009,13.2,3.42,1.44,3.15,0.08,0.0,2.84,0.11,0.0,0.04,0.0,0.02,0.06,0.27,2.88,8.571428571428573,91.42857142857143,,1.18
Luxembourg,2010,14.4,4.06,1.49,3.24,0.08,0.0,2.92,0.11,0.0,0.05,0.0,0.02,0.06,0.27,2.9699999999999998,8.333333333333334,91.66666666666666,,0.316
Luxembourg,2011,13.74,4.48,1.21,2.64,0.09,0.0,2.34,0.06,0.0,0.06,0.0,0.03,0.06,0.24,2.4,9.090909090909092,90.90909090909092,,1.337
Luxembourg,2012,12.95,4.11,1.23,2.76,0.09,0.0,2.39,0.1,0.0,0.06,0.0,0.04,0.08,0.31,2.45,11.231884057971014,88.76811594202898,,1.255
Luxembourg,2013,12.49,4.94,0.76,1.84,0.09,0.0,1.42,0.12,0.0,0.06,0.0,0.07,0.08,0.36000000000000004,1.48,19.565217391304348,80.43478260869564,,0.565
Luxembourg,2014,12.23,4.89,0.78,1.91,0.12,0.0,1.45,0.11,0.0,0.06,0.0,0.09,0.08,0.39999999999999997,1.51,20.942408376963346,79.05759162303664,,2.482
Luxembourg,2015,12.19,5.6,0.49,1.34,0.13,0.0,0.84,0.1,0.0,0.07,0.0,0.1,0.1,0.43000000000000005,0.9099999999999999,32.08955223880597,67.910447761194,31.909166666666664,1.54
Luxembourg,2016,12.15,6.3,0.21,0.79,0.14,0.0,0.26,0.12,0.0,0.07,0.0,0.1,0.1,0.45999999999999996,0.33,58.22784810126581,41.77215189873418,28.956666666666667,1.889
Luxembourg,2017,11.87,6.18,0.22,0.9,0.17,0.0,0.22,0.09,0.0,0.08,0.0,0.11,0.23,0.6,0.3,66.66666666666667,33.333333333333336,34.221666666666664,1.668
Luxembourg,2018,11.71,6.16,0.22,0.96,0.22,0.0,0.2,0.09,0.0,0.08,0.0,0.12,0.25,0.6799999999999999,0.28,70.83333333333333,29.166666666666668,44.45249999999999,2.494
Luxembourg,2019,11.21,5.88,0.22,1.07,0.28,0.0,0.19,0.11,0.0,0.08,0.0,0.13,0.28,0.8,0.27,74.76635514018692,25.233644859813086,37.69583333333333,2.177
Luxembourg,2020,10.6,5.46,0.24,1.22,0.37,0.0,0.18,0.09,0.0,0.07,0.0,0.16,0.35,0.97,0.25,79.50819672131148,20.491803278688526,30.436666666666667,
Luxembourg,2021,10.87,5.72,0.23,1.23,0.39,0.0,0.17,0.11,0.0,0.07,0.0,0.18,0.31,0.99,0.24000000000000002,80.48780487804879,19.51219512195122,96.5825,
Luxembourg,2022,10.39,5.51,0.19,1.13,0.37,0.0,0.09,0.06,0.0,0.07,0.0,0.22,0.32,0.97,0.16,85.84070796460176,14.15929203539823,237.06500000000003,
Netherlands,2000,6.81,18.91,50.35,89.39,1.99,24.28,51.52,0.14,3.93,6.69,0.0,0.01,0.83,2.9699999999999998,86.42000000000002,3.3225192974605653,96.67748070253943,,1.594
Netherlands,2001,6.93,17.28,52.66,93.43,2.35,25.48,53.77,0.12,3.98,6.89,0.0,0.01,0.83,3.31,90.12,3.5427592850262224,96.45724071497376,,1.27
Netherlands,2002,6.98,16.38,53.74,95.75,2.9,25.99,55.28,0.11,3.91,6.59,0.0,0.02,0.95,3.9799999999999995,91.77,4.156657963446475,95.84334203655352,,1.527
Netherlands,2003,7.04,16.99,54.31,96.6,2.54,26.57,55.02,0.07,4.02,7.03,0.0,0.03,1.32,3.96,92.64,4.099378881987578,95.90062111801244,,1.201
Netherlands,2004,7.24,16.22,55.56,101.01,3.31,24.95,59.99,0.09,3.82,6.95,0.0,0.03,1.87,5.3,95.71,5.247005247005246,94.75299475299475,,1.157
Netherlands,2005,7.25,18.29,53.75,99.68,5.26,23.5,57.6,0.09,4.0,7.12,0.0,0.04,2.07,7.459999999999999,92.22,7.483948635634027,92.51605136436596,,1.245
Netherlands,2006,7.36,21.46,53.13,98.69,5.17,23.74,57.14,0.11,3.47,6.29,0.0,0.04,2.73,8.05,90.64,8.156854797851858,91.84314520214814,,1.498
Netherlands,2007,7.48,17.61,56.43,105.0,4.0,24.92,61.01,0.11,4.2,7.28,0.0,0.04,3.44,7.59,97.41000000000001,7.228571428571427,92.77142857142857,,2.061
Netherlands,2008,7.49,15.85,56.38,107.4,5.13,23.48,63.36,0.1,4.17,6.86,0.0,0.04,4.26,9.53,97.87,8.873370577281191,91.1266294227188,,1.421
Netherlands,2009,7.16,4.89,58.9,113.56,6.11,24.28,68.87,0.1,4.25,5.33,0.0,0.04,4.58,10.83,102.73,9.536808735470235,90.46319126452977,,1.215
Netherlands,2010,7.34,2.78,61.36,119.11,7.04,22.59,75.33,0.1,3.97,6.03,0.0,0.06,3.99,11.19,107.92,9.394677189152885,90.60532281084713,,0.091
Netherlands,2011,7.36,9.09,57.85,113.81,7.06,21.39,69.47,0.06,4.14,6.49,0.0,0.1,5.1,12.319999999999999,101.49,10.825059309375275,89.17494069062472,,1.062
Netherlands,2012,7.16,17.11,53.47,103.07,7.2,24.21,56.56,0.1,3.91,5.92,0.0,0.19,4.98,12.47,90.60000000000001,12.098573784806444,87.90142621519357,,1.141
Netherlands,2013,7.1,18.24,53.21,101.5,5.95,24.61,56.07,0.11,2.89,5.83,0.0,0.41,5.63,12.100000000000001,89.4,11.921182266009856,88.07881773399016,,0.421
Netherlands,2014,6.96,14.73,55.25,103.22,5.01,29.49,51.52,0.11,4.09,6.47,0.0,0.73,5.8,11.649999999999999,91.57000000000001,11.286572369695792,88.7134276303042,,2.558
Netherlands,2015,6.9,8.75,60.16,108.8,4.94,39.39,45.76,0.09,4.08,5.88,0.0,1.11,7.55,13.690000000000001,95.11,12.582720588235297,87.41727941176471,40.12583333333333,1.279
Netherlands,2016,6.93,4.91,61.3,113.83,4.91,36.73,52.51,0.1,3.96,5.85,0.0,1.6,8.17,14.78,99.04999999999998,12.984274795748046,87.01572520425195,32.222500000000004,1.925
Netherlands,2017,6.92,3.51,59.32,115.64,4.6,31.28,57.77,0.06,3.4,5.76,0.0,2.2,10.57,17.43,98.21000000000002,15.072639225181597,84.92736077481841,39.329166666666666,1.722
Netherlands,2018,7.04,7.97,56.49,113.68,4.58,27.47,57.53,0.07,3.51,6.26,0.0,3.71,10.55,18.91,94.77000000000001,16.634412385643916,83.3655876143561,52.48916666666667,2.134
Netherlands,2019,7.01,0.86,54.93,120.79,5.81,17.71,70.65,0.07,3.91,5.73,0.0,5.4,11.51,22.79,98.00000000000001,18.867455915224767,81.13254408477523,41.21583333333333,2.142
Netherlands,2020,6.89,-2.66,48.51,122.79,8.85,7.61,72.55,0.05,4.09,5.79,0.0,8.57,15.28,32.75,90.04,26.67155305806662,73.3284469419334,32.2275,
Netherlands,2021,6.96,0.25,47.27,121.61,10.88,14.59,56.63,0.09,3.83,6.09,0.0,11.5,18.0,40.47,81.14,33.27851328015788,66.72148671984212,102.64833333333333,
Netherlands,2022,6.66,-4.27,43.01,120.89,9.69,14.6,47.9,0.06,4.14,6.05,0.01,16.83,21.61,48.199999999999996,72.69,39.8709570684093,60.1290429315907,241.20416666666665,
North Macedonia,2000,3.4,0.11,4.6,6.81,0.0,5.21,0.0,1.17,0.0,0.43,0.0,0.0,0.0,1.17,5.64,17.180616740088105,82.81938325991189,,1.138
North Macedonia,2001,3.31,0.43,4.71,6.37,0.0,5.57,0.0,0.63,0.0,0.17,0.0,0.0,0.0,0.63,5.74,9.89010989010989,90.10989010989012,,1.652
North Macedonia,2002,3.33,0.79,4.37,6.09,0.0,5.12,0.0,0.76,0.0,0.21,0.0,0.0,0.0,0.76,5.33,12.479474548440066,87.52052545155993,,0.42
North Macedonia,2003,3.71,0.95,4.42,6.73,0.0,5.34,0.0,1.37,0.0,0.02,0.0,0.0,0.0,1.37,5.359999999999999,20.35661218424963,79.64338781575037,,0.695
North Macedonia,2004,3.78,1.18,4.28,6.66,0.0,5.16,0.0,1.48,0.0,0.02,0.0,0.0,0.0,1.48,5.18,22.22222222222222,77.77777777777777,,0.417
North Macedonia,2005,4.11,1.6,4.51,6.94,0.0,5.44,0.0,1.49,0.0,0.01,0.0,0.0,0.0,1.49,5.45,21.469740634005763,78.53025936599424,,0.212
North Macedonia,2006,4.23,1.79,4.41,7.01,0.0,5.11,0.0,1.65,0.0,0.25,0.0,0.0,0.0,1.65,5.36,23.53780313837375,76.46219686162625,,0.434
North Macedonia,2007,4.32,2.49,4.47,6.5,0.0,5.01,0.0,1.01,0.0,0.48,0.0,0.0,0.0,1.01,5.49,15.53846153846154,84.46153846153847,,1.568
North Macedonia,2008,4.33,2.73,4.49,6.31,0.0,5.29,0.0,0.84,0.0,0.18,0.0,0.0,0.0,0.84,5.47,13.312202852614895,86.6877971473851,,1.171
North Macedonia,2009,3.95,1.44,4.56,6.82,0.0,5.3,0.0,1.27,0.0,0.25,0.0,0.0,0.0,1.27,5.55,18.621700879765395,81.3782991202346,,1.034
North Macedonia,2010,4.15,1.42,4.0,7.26,0.0,4.74,0.03,2.43,0.0,0.06,0.0,0.0,0.0,2.43,4.83,33.47107438016529,66.5289256198347,,1.387
North Macedonia,2011,4.5,2.68,4.36,6.76,0.0,5.17,0.09,1.43,0.0,0.07,0.0,0.0,0.0,1.43,5.33,21.153846153846153,78.84615384615385,,0.741
North Macedonia,2012,4.25,2.67,4.19,6.26,0.0,4.83,0.3,1.04,0.0,0.09,0.0,0.0,0.0,1.04,5.22,16.61341853035144,83.38658146964856,,1.476
North Macedonia,2013,4.05,2.43,3.6,6.09,0.0,4.03,0.36,1.58,0.0,0.11,0.0,0.01,0.0,1.59,4.500000000000001,26.10837438423645,73.89162561576356,,1.479
North Macedonia,2014,3.96,2.96,3.31,5.38,0.0,3.74,0.2,1.21,0.0,0.15,0.0,0.01,0.07,1.29,4.090000000000001,23.977695167286242,76.02230483271376,,1.354
North Macedonia,2015,3.87,2.51,2.94,5.65,0.02,3.3,0.18,1.87,0.0,0.14,0.0,0.02,0.12,2.0300000000000002,3.62,35.92920353982302,64.07079646017701,,1.514
North Macedonia,2016,3.63,2.03,2.78,5.63,0.04,2.89,0.57,1.9,0.0,0.1,0.0,0.02,0.11,2.07,3.56,36.767317939609235,63.232682060390765,,1.72
North Macedonia,2017,3.59,1.98,3.29,5.6,0.05,3.39,0.83,1.11,0.0,0.09,0.0,0.02,0.11,1.2900000000000003,4.31,23.035714285714292,76.96428571428571,,1.129
North Macedonia,2018,3.56,1.92,2.8,5.61,0.05,2.85,0.75,1.79,0.0,0.05,0.0,0.02,0.1,1.9600000000000002,3.65,34.93761140819965,65.06238859180037,,2.135
North Macedonia,2019,3.64,1.83,3.43,5.87,0.06,3.51,0.96,1.16,0.0,0.06,0.0,0.02,0.1,1.34,4.529999999999999,22.827938671209548,77.17206132879048,,1.911
North Macedonia,2020,3.63,2.33,2.82,5.34,0.06,2.63,1.14,1.28,0.0,0.09,0.0,0.02,0.12,1.48,3.8599999999999994,27.715355805243448,72.28464419475654,,
North Macedonia,2021,3.8,2.48,2.7,5.51,0.05,2.19,1.55,1.45,0.0,0.14,0.0,0.03,0.1,1.6300000000000001,3.8800000000000003,29.582577132486392,70.41742286751362,,
North Macedonia,2022,3.99,1.41,3.7,6.99,0.05,3.4,1.55,1.68,0.0,0.14,0.0,0.03,0.14,1.9,5.09,27.181688125894137,72.81831187410587,,
Norway,2000,27.47,-19.05,3.64,142.43,0.26,0.04,0.21,141.82,0.0,0.07,0.0,0.0,0.03,142.10999999999999,0.32,99.77532823141193,0.2246717685880784,,1.44
Norway,2001,27.63,3.57,3.2,121.16,0.25,0.04,0.24,120.46,0.0,0.14,0.0,0.0,0.03,120.74,0.42,99.65335094090459,0.34664905909541105,,0.625
Norway,2002,26.53,-9.71,3.42,130.12,0.25,0.04,0.2,129.37,0.0,0.18,0.0,0.0,0.08,129.70000000000002,0.42000000000000004,99.67722102674453,0.32277897325545646,,1.398
Norway,2003,25.07,7.87,2.94,106.59,0.33,0.04,0.3,105.48,0.0,0.22,0.0,0.0,0.22,106.03,0.5599999999999999,99.47462238483911,0.5253776151608969,,1.117
Norway,2004,26.44,11.45,3.03,109.98,0.36,0.04,0.37,108.78,0.0,0.18,0.0,0.0,0.25,109.39,0.59,99.46353882524095,0.5364611747590471,,1.315
Norway,2005,27.05,-12.04,3.68,137.1,0.33,0.04,0.38,135.69,0.0,0.16,0.0,0.0,0.5,136.52,0.58,99.57695113056164,0.42304886943836617,,1.78
Norway,2006,26.16,0.85,3.35,121.09,0.39,0.04,0.47,119.37,0.0,0.18,0.0,0.0,0.64,120.4,0.69,99.43017590222148,0.5698240977785117,,1.519
